City,State,County,Lat,Lon,Population,Density
San Ramon,CA,Contra Costa,37.7625,-121.9366,75639,1567
Boynton Beach,FL,Palm Beach,26.5282,-80.0812,75569,1802
Wyoming,MI,Kent,42.8909,-85.7067,75567,1185
Gastonia,NC,Gaston,35.2495,-81.1856,75536,565
Arlington Heights,IL,Cook,42.0955,-87.9825,75525,1756
Union City,CA,Alameda,37.603,-122.0187,75322,1499
Bethlehem,PA,Northampton,40.6266,-75.3679,75293,1521
Evanston,IL,Cook,42.0463,-87.6942,74895,3717
Jonesboro,AR,Craighead,35.8211,-90.6793,74889,359
Franklin,TN,Williamson,35.9215,-86.8522,74794,697
Missouri City,TX,Fort Bend,29.5634,-95.5377,74561,998
Bolingbrook,IL,Will,41.6911,-88.1012,74518,1193
Schaumburg,IL,Cook,42.0307,-88.0838,74446,1490
Camden,NJ,Camden,39.9361,-75.1072,74420,3220
Iowa City,IA,Johnson,41.6558,-91.5304,74398,1109
Warner Robins,GA,Houston,32.5981,-83.6528,74388,795
Appleton,WI,Outagamie,44.2775,-88.3896,74370,1173
Rapid City,SD,Pennington,44.0709,-103.22,74048,522
New Braunfels,TX,Comal,29.6995,-98.1152,73959,634
Albany,GA,Dougherty,31.5776,-84.1762,73801,517
Temple,TX,Bell,31.1077,-97.3899,73600,407
Flower Mound,TX,Denton,33.0344,-97.1147,73547,677
Rochester Hills,MI,Oakland,42.6645,-83.1563,73422,863
Southfield,MI,Oakland,42.4765,-83.2605,73100,1074
Rock Hill,SC,York,34.9413,-81.026,72937,759
Turlock,CA,Stanislaus,37.5053,-120.8588,72796,1660
Decatur,IL,Macon,39.8555,-88.9337,72706,664
New Britain,CT,Hartford,41.6758,-72.7862,72558,2097
Apple Valley,CA,San Bernardino,34.5329,-117.2102,72553,376
Bismarck,ND,Burleigh,46.8127,-100.7694,72417,849
Missoula,MT,Missoula,46.8687,-114.0089,72364,966
Waukesha,WI,Waukesha,43.0088,-88.2462,72363,1101
Rancho Cordova,CA,Sacramento,38.5739,-121.2521,72326,801
Gulfport,MS,Harrison,30.4271,-89.0703,72076,500
Lafayette,IN,Tippecanoe,40.399,-86.8592,71782,940
Lauderhill,FL,Broward,26.1605,-80.2241,71626,3244
Flagstaff,AZ,Coconino,35.1867,-111.6175,71459,428
Wilmington,DE,New Castle,39.7349,-75.5286,71442,2529
Pawtucket,RI,Providence,41.8743,-71.3744,71427,3176
Canton,OH,Stark,40.8082,-81.3678,71323,1079
Redlands,CA,San Bernardino,34.0512,-117.171,71288,763
Lynwood,CA,Los Angeles,33.924,-118.2017,71187,5678
Pittsburg,CA,Contra Costa,38.019,-121.897,70679,1587
Passaic,NJ,Passaic,40.8574,-74.1281,70635,8666
Pasco,WA,Franklin,46.2499,-119.1271,70579,843
Frederick,MD,Frederick,39.4334,-77.4154,70060,1179
Weston,FL,Broward,26.1003,-80.4052,70015,1109
North Richland Hills,TX,Tarrant,32.8605,-97.218,69798,1486
Maple Grove,MN,Hennepin,45.1088,-93.4626,69576,822
Kissimmee,FL,Osceola,28.3042,-81.4164,69369,1287
Union City,NJ,Hudson,40.7675,-74.0323,69296,20858
Saint Charles,MO,St. Charles,38.7957,-90.5155,69293,1125
Walnut Creek,CA,Contra Costa,37.9025,-122.0398,69122,1350
South Jordan,UT,Salt Lake,40.5571,-111.9783,69034,1199
Muncie,IN,Delaware,40.1989,-85.395,69010,972
Cedar Park,TX,Williamson,30.5133,-97.818,68918,1120
Woodbury,MN,Washington,44.9056,-92.9231,68820,761
Palatine,IL,Cook,42.1181,-88.043,68766,1949
Bossier City,LA,Bossier,32.5227,-93.6665,68485,616
Dothan,AL,Houston,31.2335,-85.4066,68468,295
Mount Vernon,NY,Westchester,40.9136,-73.8291,68344,6016
Eau Claire,WI,Eau Claire,44.8202,-91.4948,68339,821
Yorba Linda,CA,Orange,33.889,-117.7714,68235,1364
Davis,CA,Yolo,38.5552,-121.7365,68111,2659
Homestead,FL,Miami-Dade,25.4664,-80.4472,67996,1734
Waterloo,IA,Black Hawk,42.492,-92.3522,67934,427
Redondo Beach,CA,Los Angeles,33.8574,-118.3766,67867,4227
Jacksonville,NC,Onslow,34.7323,-77.3962,67784,562
Gaithersburg,MD,Montgomery,39.1347,-77.213,67776,2553
Victoria,TX,Victoria,28.8284,-96.9848,67670,705
Saint Cloud,MN,Stearns,45.5339,-94.1718,67641,652
Marysville,WA,Snohomish,48.0812,-122.1559,67626,1261
Greenville,SC,Greenville,34.8364,-82.3649,67453,900
Delray Beach,FL,Palm Beach,26.455,-80.0905,67371,1633
Camarillo,CA,Ventura,34.223,-119.0325,67363,1331
Georgetown,TX,Williamson,30.6669,-97.694,67140,497
Kenner,LA,Jefferson,30.0109,-90.2549,67089,1742
Palo Alto,CA,Santa Clara,37.3917,-122.1465,67024,1084
Jackson,TN,Madison,35.6535,-88.8351,67005,441
South San Francisco,CA,San Mateo,37.6537,-122.4197,66980,2817
Rockville,MD,Montgomery,39.0834,-77.1553,66940,1906
Portland,ME,Cumberland,43.6772,-70.2713,66937,1199
Yuba City,CA,Sutter,39.1357,-121.6381,66845,1729
Johnson City,TN,Washington,36.3404,-82.3803,66677,599
Daytona Beach,FL,Volusia,29.1959,-81.0935,66645,440
Oshkosh,WI,Winnebago,44.0242,-88.561,66579,1002
Broomfield,CO,Broomfield,39.9541,-105.0526,66529,778
Eagan,MN,Dakota,44.8168,-93.1638,66428,824
North Little Rock,AR,Pulaski,34.7813,-92.2378,66278,493
Bayonne,NJ,Hudson,40.6659,-74.1141,66238,4399
Ames,IA,Story,42.0262,-93.6275,66191,1021
Mansfield,TX,Tarrant,32.5692,-97.1208,65631,696
Harlingen,TX,Cameron,26.1914,-97.6977,65539,633
Alpharetta,GA,Fulton,34.0704,-84.2739,65338,937
Laguna Niguel,CA,Orange,33.5275,-117.705,65328,1711
San Clemente,CA,Orange,33.4498,-117.6103,65309,1373
Conway,AR,Faulkner,35.0754,-92.4696,65300,548
Bowling Green,KY,Warren,36.9725,-86.4371,65234,656
Tamarac,FL,Broward,26.2057,-80.2547,65199,2165
Shawnee,KS,Johnson,39.0158,-94.8076,65194,601
Rogers,AR,Benton,36.3172,-94.1515,65021,661
Schenectady,NY,Schenectady,42.8025,-73.9276,64913,2322
East Orange,NJ,Essex,40.7651,-74.2118,64789,6417
Lodi,CA,San Joaquin,38.1218,-121.2933,64641,1825
Buckeye,AZ,Maricopa,33.4318,-112.643,64629,63
West Des Moines,IA,Polk,41.5527,-93.7803,64560,537
Santa Cruz,CA,Santa Cruz,36.9788,-122.0346,64465,1953
Madera,CA,Madera,36.964,-120.0803,64444,1575
Youngstown,OH,Mahoning,41.0994,-80.6463,64312,731
North Port,FL,Sarasota,27.0577,-82.1976,64274,249
Skokie,IL,Cook,42.036,-87.74,64270,2465
Lake Elsinore,CA,Riverside,33.6847,-117.3346,64205,646
Janesville,WI,Rock,42.6855,-89.0137,64159,733
Cheyenne,WY,Laramie,41.1418,-104.7943,64019,929
Eden Prairie,MN,Hennepin,44.8487,-93.4595,63914,758
Wellington,FL,Palm Beach,26.6464,-80.2708,63900,546
Jupiter,FL,Palm Beach,26.9195,-80.1123,63813,1127
Sammamish,WA,King,47.6045,-122.0446,63773,1337
Lorain,OH,Lorain,41.4409,-82.184,63730,1039
Pico Rivera,CA,Los Angeles,33.9902,-118.0888,63635,2961
Montebello,CA,Los Angeles,34.0155,-118.1107,63335,2934
Encinitas,CA,San Diego,33.0492,-117.2613,63131,1295
Auburn,AL,Lee,32.6084,-85.4897,63118,414
Waltham,MA,Middlesex,42.3889,-71.2423,63002,1910
Blaine,MN,Anoka,45.1696,-93.2078,62892,717
Haverhill,MA,Essex,42.7838,-71.0871,62873,736
Rocklin,CA,Placer,38.8078,-121.2491,62787,1240
Tulare,CA,Tulare,36.1996,-119.34,62779,1189
Council Bluffs,IA,Pottawattamie,41.2369,-95.8518,62524,563
Redmond,WA,King,47.6776,-122.1176,62458,1464
Coon Rapids,MN,Anoka,45.1756,-93.3095,62359,1064
North Miami,FL,Miami-Dade,25.9008,-80.1686,62139,2833
Hamilton,OH,Butler,39.3938,-84.5652,62127,1117
Rowlett,TX,Dallas,32.9165,-96.5494,61999,1172
San Marcos,TX,Hays,29.8766,-97.9311,61980,791
Lakeville,MN,Dakota,44.6777,-93.2522,61938,663
Springfield,OR,Lane,44.0538,-122.981,61893,1510
Grand Junction,CO,Mesa,39.0881,-108.5675,61881,613
La Habra,CA,Orange,33.9278,-117.9513,61664,3237
Moore,OK,Cleveland,35.3294,-97.4758,61415,1086
Burnsville,MN,Dakota,44.7648,-93.2794,61290,950
Taylor,MI,Wayne,42.226,-83.2688,61177,1000
Eastvale,CA,Riverside,33.9617,-117.5803,61151,1864
National City,CA,San Diego,32.6654,-117.0983,61147,3243
Lehi,UT,Utah,40.414,-111.8729,61130,862
Port Orange,FL,Volusia,29.1084,-81.0136,61105,879
Monterey Park,CA,Los Angeles,34.0497,-118.1325,61075,3074
Marietta,GA,Cobb,33.9532,-84.542,60941,1011
Terre Haute,IN,Vigo,39.4654,-87.3763,60852,680
Malden,MA,Middlesex,42.4305,-71.0576,60840,4657
Lakewood,WA,Pierce,47.1627,-122.5299,60665,1363
Utica,NY,Oneida,43.0961,-75.226,60652,1397
Cupertino,CA,Santa Clara,37.3167,-122.0465,60643,2070
Brentwood,CA,Contra Costa,37.9356,-121.719,60532,1573
Petaluma,CA,Sonoma,38.2423,-122.6267,60530,1624
Vineland,NJ,Cumberland,39.4652,-74.9981,60525,341
Taylorsville,UT,Salt Lake,40.657,-111.9493,60436,2150
Idaho Falls,ID,Bonneville,43.4878,-112.0359,60211,1029
Noblesville,IN,Hamilton,40.0354,-86.0056,60183,726
Bristol,CT,Hartford,41.6812,-72.9407,60147,879
West Allis,WI,Milwaukee,43.0068,-88.0296,60087,2037
Gardena,CA,Los Angeles,33.8944,-118.3073,60048,3977
La Mesa,CA,San Diego,32.7703,-117.0203,59948,2549
Saint Clair Shores,MI,Macomb,42.4922,-82.8957,59775,1978
Pontiac,MI,Oakland,42.6493,-83.2878,59698,1154
Meriden,CT,New Haven,41.5367,-72.7943,59622,967
Dublin,CA,Alameda,37.7161,-121.8962,59583,1510
Coconut Creek,FL,Broward,26.2803,-80.1842,59405,1934
Casper,WY,Natrona,42.843,-106.3205,59324,881
Owensboro,KY,Daviess,37.7574,-87.1181,59273,1149
Ocala,FL,Marion,29.1803,-82.1487,59253,508
Chapel Hill,NC,Orange,35.9271,-79.0387,59246,1080
Pflugerville,TX,Travis,30.4544,-97.6053,59245,1007
Lancaster,PA,Lancaster,40.0421,-76.3012,59218,3163
Novi,MI,Oakland,42.4786,-83.4893,59211,756
Great Falls,MT,Cascade,47.5016,-111.2993,59178,1012
Springfield,OH,Clark,39.9304,-83.7961,59087,892
Woodland,CA,Yolo,38.6712,-121.75,59068,1490
Royal Oak,MI,Oakland,42.5084,-83.1539,59006,1933
Porterville,CA,Tulare,36.0636,-119.0332,58978,1293
San Rafael,CA,Marin,37.9905,-122.5222,58954,1373
Huntington Park,CA,Los Angeles,33.98,-118.2167,58879,7546
Orland Park,IL,Cook,41.6075,-87.8618,58862,1037
Ankeny,IA,Polk,41.7279,-93.6033,58627,770
Bartlett,TN,Shelby,35.2337,-89.8195,58622,701
Sanford,FL,Seminole,28.7892,-81.276,58605,982
Dubuque,IA,Dubuque,42.5007,-90.7064,58531,742
Arcadia,CA,Los Angeles,34.1342,-118.0373,58523,2068
Bowie,MD,Prince George's,38.9577,-76.7421,58393,1201
White Plains,NY,Westchester,41.022,-73.7548,58241,2302
Des Plaines,IL,Cook,42.0343,-87.9008,58141,1573
Doral,FL,Miami-Dade,25.815,-80.3565,57947,1610
Margate,FL,Broward,26.2465,-80.2119,57870,2522
Santee,CA,San Diego,32.8555,-116.9848,57834,1375
Kokomo,IN,Howard,40.464,-86.1277,57799,610
Castle Rock,CO,Douglas,39.3761,-104.8536,57666,655
Grand Forks,ND,Grand Forks,47.912,-97.0751,57339,1097
Midwest City,OK,Oklahoma,35.463,-97.371,57305,906
Saint Peters,MO,St. Charles,38.7825,-90.6061,57289,986
Medford,MA,Middlesex,42.4234,-71.1087,57213,2726
Corvallis,OR,Benton,44.5697,-123.2781,57110,1548
Hendersonville,TN,Sumner,36.3063,-86.5997,57050,700
New Brunswick,NJ,Middlesex,40.487,-74.445,56910,4167
Taunton,MA,Bristol,41.9036,-71.0943,56843,469
Tinley Park,IL,Cook,41.5671,-87.8049,56831,1369
Diamond Bar,CA,Los Angeles,33.9992,-117.8161,56793,1473
Smyrna,GA,Cobb,33.864,-84.5169,56664,1424
Sarasota,FL,Sarasota,27.3391,-82.5439,56610,1488
Greenwood,IN,Johnson,39.6019,-86.1073,56545,782
Fountain Valley,CA,Orange,33.7105,-117.9514,56529,2405
Valdosta,GA,Lowndes,30.8503,-83.2789,56474,608
Oak Lawn,IL,Cook,41.7139,-87.7528,56257,2534
Novato,CA,Marin,38.092,-122.5576,56004,787
Chicopee,MA,Hampden,42.1764,-72.5719,55991,946
Dearborn Heights,MI,Wayne,42.3164,-83.2769,55761,1834
Berwyn,IL,Cook,41.8433,-87.7909,55748,5512
Bradenton,FL,Manatee,27.49,-82.5746,55687,1505
Hempstead,NY,Nassau,40.7043,-73.6193,55555,5822
Hanford,CA,Kings,36.326,-119.6539,55547,1276
Rocky Mount,NC,Nash,35.9675,-77.8047,55466,485
Port Arthur,TX,Jefferson,29.8554,-93.9264,55427,278
Shoreline,WA,King,47.7563,-122.3425,55333,1830
Kettering,OH,Montgomery,39.6956,-84.1495,55306,1141
Anderson,IN,Madison,40.0875,-85.6921,55130,499
Decatur,AL,Morgan,34.5733,-86.9919,55072,392
Gilroy,CA,Santa Clara,37.0048,-121.5843,55069,1317
Richland,WA,Benton,46.2828,-119.2939,54989,546
Manhattan,KS,Riley,39.1883,-96.605,54983,1108
Highland,CA,San Bernardino,34.1113,-117.1653,54939,1131
Paramount,CA,Los Angeles,33.8976,-118.1651,54909,4482
Commerce City,CO,Adams,39.8638,-104.8434,54869,606
Huntersville,NC,Mecklenburg,35.4055,-80.8741,54839,530
Euless,TX,Tarrant,32.8507,-97.0798,54769,1305
Pocatello,ID,Bannock,42.8716,-112.466,54746,650
Carson City,NV,Carson City (city),39.1512,-119.7474,54742,146
Colton,CA,San Bernardino,34.0538,-117.3254,54712,1378
Casa Grande,AZ,Pinal,32.907,-111.7623,54534,190
West Haven,CT,New Haven,41.2738,-72.9669,54516,1958
Rosemead,CA,Los Angeles,34.0688,-118.0823,54500,4076
Blue Springs,MO,Jackson,39.0124,-94.2722,54431,941
Hoboken,NJ,Hudson,40.7452,-74.0279,54379,16663
Normal,IL,McLean,40.522,-88.9877,54264,1123
Bonita Springs,FL,Lee,26.3557,-81.7859,54198,545
Mount Prospect,IL,Cook,42.0653,-87.937,54171,2021
Cathedral City,CA,Riverside,33.8363,-116.4662,54056,970
Watsonville,CA,Santa Cruz,36.9206,-121.7706,53796,3105
Pensacola,FL,Escambia,30.4427,-87.1886,53779,918
Palm Beach Gardens,FL,Palm Beach,26.8489,-80.1654,53778,370
Lake Havasu City,AZ,Mohave,34.5006,-114.3115,53743,449
Elyria,OH,Lorain,41.3761,-82.1063,53715,1008
Bellevue,NE,Sarpy,41.1536,-95.9357,53505,1248
Wheaton,IL,DuPage,41.856,-88.1083,53389,1828
West New York,NJ,Hudson,40.7856,-74.0093,53343,20707
Yucaipa,CA,San Bernardino,34.0335,-117.0426,53309,724
Southaven,MS,DeSoto,34.9514,-89.9787,53214,497
Albany,OR,Linn,44.6274,-123.0966,53211,1171
Revere,MA,Suffolk,42.4188,-71.004,53157,3608
Caldwell,ID,Canyon,43.6458,-116.6595,53149,926
Harrisonburg,VA,Harrisonburg (city),38.4362,-78.8735,53078,1182
West Sacramento,CA,Yolo,38.5556,-121.5504,52981,951
Lenexa,KS,Johnson,38.9608,-94.802,52903,598
Kingsport,TN,Sullivan,36.522,-82.5452,52806,381
Burlington,NC,Alamance,36.0761,-79.4692,52709,696
Delano,CA,Kern,35.767,-119.2637,52707,1422
Leesburg,VA,Loudoun,39.1057,-77.5543,52607,1639
DeSoto,TX,Dallas,32.5992,-96.8634,52599,939
City of Milford (balance),CT,New Haven,41.2253,-73.0624,52536,926
Perth Amboy,NJ,Middlesex,40.5204,-74.2724,52499,4310
Peabody,MA,Essex,42.5335,-70.9724,52491,1250
Brookhaven,GA,DeKalb,33.8746,-84.3315,52444,1747
Minnetonka,MN,Hennepin,44.9324,-93.4601,52369,751
Palm Desert,CA,Riverside,33.7378,-116.3696,52231,752
Placentia,CA,Orange,33.8807,-117.8553,52228,3049
Elkhart,IN,Elkhart,41.6919,-85.962,52221,792
Joplin,MO,Jasper,37.0766,-94.5016,52195,548
Pinellas Park,FL,Pinellas,27.8586,-82.7075,52137,1281
La Crosse,WI,La Crosse,43.8234,-91.2279,52109,978
Grapevine,TX,Tarrant,32.9343,-97.0744,51971,628
Apple Valley,MN,Dakota,44.7456,-93.2006,51957,1188
Tigard,OR,Washington,45.4243,-122.7827,51902,1631
Glendora,CA,Los Angeles,34.1449,-117.8466,51851,1031
Florissant,MO,St. Louis,38.7996,-90.3269,51776,1582
Oak Park,IL,Cook,41.8872,-87.7899,51774,4253
Hoffman Estates,IL,Cook,42.0638,-88.1463,51738,959
Kentwood,MI,Kent,42.8852,-85.5925,51689,954
Battle Creek,MI,Calhoun,42.2985,-85.2295,51534,467
Grand Island,NE,Hall,40.9214,-98.3585,51517,670
Aliso Viejo,CA,Orange,33.5792,-117.729,51424,2869
Edina,MN,Hennepin,44.8913,-93.3602,51350,1282
Olympia,WA,Thurston,47.0417,-122.8958,51202,1086
Parker,CO,Douglas,39.5075,-104.7746,51163,927
Enid,OK,Garfield,36.4061,-97.8701,51004,266
Burien,WA,King,47.4761,-122.3393,50997,1958
Coral Gables,FL,Miami-Dade,25.7037,-80.2715,50815,1517
Logan,UT,Cache,41.7403,-111.8418,50676,1114
Plainfield,NJ,Union,40.6153,-74.4159,50636,3246
Cerritos,CA,Los Angeles,33.8677,-118.0686,50555,2237
Galveston,TX,Galveston,29.2487,-94.891,50550,474
Coeur d'Alene,ID,Kootenai,47.7041,-116.7928,50285,1245
Lakewood,OH,Cuyahoga,41.4824,-81.8008,50279,3507
Poway,CA,San Diego,32.9872,-117.0201,50077,494
Methuen,MA,Essex,42.734,-71.1889,49917,866
Troy,NY,Rensselaer,42.7354,-73.6751,49702,1852
Azusa,CA,Los Angeles,34.1386,-117.9124,49628,1984
Wilson,NC,Wilson,35.7311,-77.9284,49620,628
Bedford,TX,Tarrant,32.8464,-97.135,49528,1909
Stillwater,OK,Payne,36.1315,-97.074,49504,647
Downers Grove,IL,DuPage,41.7947,-88.017,49473,1322
Apopka,FL,Orange,28.7006,-81.5303,49458,600
Summerville,SC,Dorchester,33.0038,-80.1794,49323,1032
Monroe,LA,Ouachita,32.5184,-92.0775,49297,649
Murray,UT,Salt Lake,40.6498,-111.8875,49230,1542
La Mirada,CA,Los Angeles,33.9025,-118.0093,49216,2429
Cuyahoga Falls,OH,Summit,41.1641,-81.5206,49206,741
Collierville,TN,Shelby,35.0474,-89.6989,49177,526
Charleston,WV,Kanawha,38.3484,-81.6323,49138,602
Newark,OH,Licking,40.0703,-82.4252,49134,913
Saginaw,MI,Saginaw,43.4199,-83.95,48984,1105
Rancho Santa Margarita,CA,Orange,33.6318,-117.5989,48969,1466
Cypress,CA,Orange,33.8171,-118.0386,48906,2854
Harrisburg,PA,Dauphin,40.2752,-76.8843,48904,2322
Dunwoody,GA,DeKalb,33.9418,-84.3123,48884,1455
East Lansing,MI,Ingham,42.7483,-84.4834,48870,1392
Middletown,OH,Butler,39.5032,-84.3659,48813,719
Saint Louis Park,MN,Hennepin,44.9488,-93.365,48747,1772
Minot,ND,Ward,48.2375,-101.2779,48743,700
Sheboygan,WI,Sheboygan,43.7448,-87.7317,48686,1345
Mishawaka,IN,St. Joseph,41.6733,-86.1667,48679,1061
Niagara Falls,NY,Niagara,43.0921,-79.0147,48632,1333
Smyrna,TN,Rutherford,35.9732,-86.5242,48596,629
Covina,CA,Los Angeles,34.0903,-117.8817,48549,2667
Portage,MI,Kalamazoo,42.2,-85.5907,48508,581
Cedar Hill,TX,Dallas,32.5809,-96.9592,48343,520
Ceres,CA,Stanislaus,37.5954,-120.9624,48278,1998
Texas City,TX,Galveston,29.4127,-94.9658,48262,289
Twin Falls,ID,Twin Falls,42.5631,-114.4637,48260,1017
Roswell,NM,Chaves,33.3729,-104.5294,48184,623
Huntington,WV,Cabell,38.4109,-82.4344,48113,1145
Madison,AL,Madison,34.7113,-86.7617,47959,625
Wauwatosa,WI,Milwaukee,43.0616,-88.0347,47945,1397
Lawrence,IN,Marion,39.8674,-85.9904,47866,917
Kannapolis,NC,Cabarrus,35.4766,-80.6391,47839,573
Alexandria,LA,Rapides,31.2923,-92.47,47832,650
Saint Cloud,FL,Osceola,28.2297,-81.2853,47809,1022
Wylie,TX,Collin,33.0353,-96.517,47701,871
Palm Springs,CA,Riverside,33.8012,-116.538,47689,195
Lacey,WA,Thurston,47.0444,-122.7933,47688,1139
Chesterfield,MO,St. Louis,38.6588,-90.5805,47659,578
Roseville,MI,Macomb,42.5074,-82.937,47602,1869
San Luis Obispo,CA,San Luis Obispo,35.2671,-120.6689,47536,1397
Glenview,IL,Cook,42.0825,-87.8215,47475,1310
San Jacinto,CA,Riverside,33.797,-116.9915,47413,711
Euclid,OH,Cuyahoga,41.5904,-81.5188,47360,1720
Apex,NC,Wake,35.7248,-78.866,47349,1057
East Providence,RI,Providence,41.8064,-71.3565,47337,1380
Salina,KS,Saline,38.8143,-97.6151,47336,727
Draper,UT,Salt Lake,40.4956,-111.8607,47328,607
Jeffersonville,IN,Clark,38.3377,-85.7026,47124,533
Bentonville,AR,Benton,36.3579,-94.2286,47093,577
Lincoln,CA,Placer,38.8749,-121.2943,47030,903
Hattiesburg,MS,Forrest,31.3073,-89.3169,46926,340
Charlottesville,VA,Charlottesville (city),38.0374,-78.4856,46912,1769
Maricopa,AZ,Pinal,33.0447,-112.0164,46903,381
Columbus,IN,Bartholomew,39.2094,-85.9178,46850,655
Mentor,OH,Lake,41.6895,-81.3361,46732,677
Mansfield,OH,Richland,40.7655,-82.5276,46678,583
Keller,TX,Tarrant,32.9337,-97.2256,46646,975
Middletown,CT,Middlesex,41.5476,-72.6549,46544,438
Elmhurst,IL,DuPage,41.8973,-87.9432,46387,1745
Beavercreek,OH,Greene,39.7312,-84.0627,46376,677
Everett,MA,Middlesex,42.4064,-71.0544,46340,5223
Littleton,CO,Arapahoe,39.5912,-105.0193,46333,1404
Titusville,FL,Brevard,28.5725,-80.8193,46019,605
Biloxi,MS,Harrison,30.4393,-88.9542,45975,464
West Lafayette,IN,Tippecanoe,40.4432,-86.9239,45872,1283
Newark,CA,Alameda,37.5204,-122.0312,45810,1274
Binghamton,NY,Broome,42.1014,-75.9092,45672,1681
Dublin,OH,Franklin,40.1112,-83.1451,45568,715
Beaumont,CA,Riverside,33.9052,-116.976,45349,565
Fort Pierce,FL,St. Lucie,27.4263,-80.3421,45295,763
Bozeman,MT,Gallatin,45.6828,-111.0545,45250,879
Blacksburg,VA,Montgomery,37.23,-80.4277,45038,874
Burleson,TX,Johnson,32.52,-97.3341,45016,667
Coachella,CA,Riverside,33.691,-116.1451,44953,599
Sayreville,NJ,Middlesex,40.4655,-74.3237,44905,1092
Ocoee,FL,Orange,28.5785,-81.5336,44820,1144
Hackensack,NJ,Bergen,40.8889,-74.0461,44756,4134
Cutler Bay,FL,Miami-Dade,25.5765,-80.3357,44707,1756
Cleveland Heights,OH,Cuyahoga,41.5112,-81.5636,44633,2125
Danville,CA,Contra Costa,37.8121,-121.9698,44631,953
Strongsville,OH,Cuyahoga,41.3128,-81.8313,44631,699
Altoona,PA,Blair,40.5084,-78.401,44589,1737
Bothell,WA,King,47.774,-122.2039,44546,1291
Attleboro,MA,Bristol,41.9311,-71.295,44434,639
Haltom City,TX,Tarrant,32.8176,-97.2707,44361,1387
Oakland Park,FL,Broward,26.1779,-80.1527,44326,2277
Cleveland,TN,Bradley,35.1816,-84.8709,44271,635
El Centro,CA,Imperial,32.7873,-115.5578,44201,1522
Morgan Hill,CA,Santa Clara,37.1324,-121.641,44155,1337
Bountiful,UT,Davis,40.8722,-111.8647,44078,1288
North Miami Beach,FL,Miami-Dade,25.9302,-80.166,43891,3509
York,PA,York,39.9651,-76.7315,43859,3199
Pine Bluff,AR,Jefferson,34.2119,-92.0174,43841,379
Lombard,IL,DuPage,41.8739,-88.0158,43815,1652
Oro Valley,AZ,Pima,32.4226,-110.9767,43781,476
Lompoc,CA,Santa Barbara,34.6617,-120.4714,43712,1455
North Lauderdale,FL,Broward,26.2113,-80.2209,43699,3666
Rockwall,TX,Rockwall,32.9169,-96.4379,43586,573
Altamonte Springs,FL,Seminole,28.6616,-81.395,43492,1858
Marana,AZ,Pima,32.4355,-111.1558,43474,138
Freeport,NY,Nassau,40.6515,-73.585,43279,3606
Sierra Vista,AZ,Cochise,31.5631,-110.3153,43208,109
DeKalb,IL,DeKalb,41.9299,-88.7478,43194,1096
Prescott Valley,AZ,Yavapai,34.5983,-112.3178,43132,408
Salem,MA,Essex,42.513,-70.9021,43132,2011
Urbandale,IA,Polk,41.639,-93.7814,43018,739
Jefferson City,MO,Cole,38.5677,-92.1757,43013,460
San Bruno,CA,San Mateo,37.6254,-122.4313,42957,3037
Fond du Lac,WI,Fond du Lac,43.7719,-88.4396,42951,876
Plainfield,IL,Will,41.6202,-88.2258,42933,710
Concord,NH,Merrimack,43.2307,-71.5595,42904,257
Pittsfield,MA,Berkshire,42.4517,-73.2605,42846,408
Riverton,UT,Salt Lake,40.5176,-111.9635,42838,1308
Bell Gardens,CA,Los Angeles,33.9663,-118.155,42806,6722
Peachtree Corners,GA,Gwinnett,33.9668,-84.2321,42773,1020
Leander,TX,Williamson,30.5707,-97.8587,42761,717
Rohnert Park,CA,Sonoma,38.348,-122.6964,42622,2349
Fairfield,OH,Butler,39.3301,-84.5405,42617,788
Brentwood,TN,Williamson,35.9917,-86.7759,42517,398
